idle, timer, state
1735,230671,3
2122,228688,3
4330,226217,3
4380,221529,3
4234,216776,3
4298,212179,3
4349,207512,3
4362,202792,3
4261,198059,3
4363,193433,3
4385,188721,3
4176,183950,3
2466,179404,3
1493,176541,3
4229,174758,3
4255,170182,3
4153,16036,3
9,11535,1
933,11489,3
3007,10372,3
4318,7015,3
2262,2329,3
1576,15998,3
4375,14077,3
4353,9346,3
4357,4607,3
10,133007,1
4145,132955,3
3564,128487,3
636,3705,3
2616,2720,3
880,120798,3
169,3668,2
3114,3214,3
882,3759,3
2502,2569,3
1568,111720,3
4333,109846,3
4258,105146,3
4351,100502,3
4263,95784,3
4244,91142,3
3409,86520,3
91,82736,1
167,82497,2
52,82034,1
3806,3859,3
688,3631,3
81,2695,1
2357,2419,3
412,3741,3
914,3030,3
1854,1915,3
940,69725,3
757,68484,3
688,67538,3
71,66634,1
42,66454,1
47,66352,1
36,66239,1
47,66150,1
111,66034,2
44,65796,1
40,65692,1
27,65595,1
25,65522,1
27,65453,1
26,65380,1
26,65312,1
27,65242,1
27,65170,1
11,65099,1
14,65063,1
14,65023,1
14,64984,1
29,64947,1
29,64879,1
14,64809,1
14,64769,1
14,64730,1
14,64691,1
14,64652,1
14,64612,1
14,64574,1
13,64533,1
14,64495,1
13,64455,1
14,64417,1
14,64378,1
14,64338,1
14,64300,1
14,64260,1
14,64221,1
13,64182,1
14,64146,1
14,64106,1
34,63944,1
36,63905,1
38,63866,1
133,63824,2
104,63688,2
15,63581,1
28,63562,1
19,63531,1
14,63508,1
32,63491,1
101,63456,2
16,63352,1
282,63332,2
9,63035,1
76,50982,1
821,50902,3
19,50078,1
25,50055,1
36,50026,1
544,49975,3
2,49259,1
1270,49230,3
4257,47763,3
4203,43187,3
4367,38635,3
4252,33911,3
4263,29317,3
4227,24726,3
131,20158,2
3743,3806,3
3564,3627,3
399,3726,3
2882,3023,3
786,7868,3
118,3835,2
3409,3471,3
606,2730,3
780,1838,3
770,846,3
332,352,3
1240,1901,3
271,307,2
2915,2950,3
3821,4302,3
99,136,1
3906,1272663,3
4354,1268422,3
4271,1263688,3
4394,1259045,3
4361,1254288,3
1574,1249478,3
2404,3603,3
724,821,3
3346,3822,3
106,93,2
4270,1239950,3
4358,1235330,3
4184,1230610,3
4255,1226048,3
4356,1221401,3
4341,1216670,3
998,1211911,3
2945,1210707,3
2333,1207408,3
1661,3845,3
1765,1829,3
2114,3722,3
199,1235,2
891,944,3
2714,1196771,3
672,1193715,3
3385,3805,3
49,44,1
879,975,3
3185,3852,3
271,307,2
3978,1183912,3
4332,1179569,3
4187,1174855,3
4068,1170308,3
3900,1165903,3
3977,1161767,3
4004,1157485,3
3202,1153164,3
522,1149728,3
3971,1148886,3
3990,1144599,3
3998,1140293,3
3926,1135960,3
3975,1131721,3
4004,1127426,3
3995,1123107,3
4007,1118805,3
1307,1114493,3
2327,1112805,3
4008,1110164,3
46,1105810,1
3904,1105674,3
4257,1101465,3
4062,1096863,3
4368,1092425,3
4390,1087690,3
2169,1082891,3
1787,1080336,3
4405,1078179,3
4378,1073390,3
4264,1068641,3
10,1064065,1
3729,1063579,3
4391,1059482,3
4407,1054744,3
67,1049943,1
1617,1049707,3
1883,1047680,3
4373,1045443,3
4282,1040758,3
4384,1036106,3
4344,1031412,3
4399,1026705,3
4352,1021910,3
4390,1017178,3
4366,1012410,3
4246,1007659,3
4096,1003043,3
4101,998645,3
4228,994178,3
4362,989614,3
2054,984890,3
1893,982500,3
4344,980245,3
4346,975529,3
4297,970812,3
4267,966202,3
4337,961562,3
4379,956838,3
1906,952092,3
7,949808,1
1837,949701,3
449,947512,3
3455,946752,3
4138,942928,3
4362,938442,3
4218,933630,3
4291,929062,3
4348,924408,3
2092,919722,3
1967,917398,3
4210,915066,3
4243,910488,3
4153,905846,3
4190,901168,3
4341,896623,3
4394,891895,3
1965,887121,3
1968,884795,3
4377,882457,3
4382,877734,3
4146,872968,3
4129,868339,3
4245,863856,3
3110,859222,3
237,855848,2
377,855392,3
2144,854651,3
1758,852275,3
205,850156,2
3795,849700,3
4343,845521,3
4350,840814,3
4088,835969,3
4294,831540,3
4250,826870,3
2276,822267,3
1852,819760,3
4329,817558,3
4235,812846,3
4398,808258,3
4030,803397,3
10,799008,1
4204,798955,3
4206,794413,3
2438,789857,3
1484,787091,3
4365,785246,3
4336,780503,3
4366,775789,3
4043,770878,3
4325,766475,3
4216,761778,3
2300,757200,3
1634,754509,3
2580,752511,3
1496,749682,3
4225,747801,3
4312,743202,3
4167,738493,3
4269,733920,3
4352,729275,3
2153,724545,3
8,722006,1
1791,721965,3
4373,719811,3
4390,715058,3
4164,710284,3
4082,705791,3
4362,701344,3
4334,696615,3
4270,691886,3
4378,687251,3
4358,682501,3
4345,677778,3
4164,673129,3
4363,668603,3
4315,663849,3
2061,659178,3
1986,656851,3
4335,654489,3
4249,649749,3
4229,645130,3
4164,640602,3
4390,636059,3
4366,631290,3
4360,626538,3
4133,621811,3
3966,617324,3
3907,613042,3
2665,608818,3
121,605926,2
743,605633,3
3944,604585,3
3906,600325,3
3905,596104,3
3945,591884,3
3916,587622,3
3899,583386,3
3901,579168,3
3904,574930,3
3900,570708,3
3899,566489,3
3902,562271,3
2082,558050,3
1857,555775,3
3706,553616,3
227,549673,2
4192,549084,3
4336,544535,3
4360,539828,3
4264,535090,3
4332,530459,3
4357,525757,3
4354,521061,3
4360,516327,3
4274,511600,3
4143,506929,3
4353,502424,3
4206,497707,3
4387,493126,3
4357,488348,3
4353,483615,3
4255,478855,3
4395,474228,3
4397,469468,3
4416,464721,3
4114,459910,3
4349,455420,3
1108,450742,3
9,449407,1
357,449290,3
2109,448633,3
3868,445805,3
4339,441566,3
4055,436852,3
86,432586,1
4321,432199,3
4250,427520,3
4378,422908,3
4311,418174,3
4260,413510,3
4232,408841,3
4258,404248,3
4339,399617,3
4065,394895,3
4301,390490,3
4236,385824,3
4265,381243,3
4368,376620,3
4371,371881,3
4272,367135,3
4241,362501,3
1728,357874,3
251,355893,2
1695,355427,3
3442,353359,3
458,349674,3
4022,348849,3
4332,344478,3
4371,339782,3
4217,335044,3
4283,330462,3
4347,325823,3
4391,321102,3
4253,316329,3
4267,311750,3
4266,307135,3
4361,302510,3
4193,297794,3
4352,293230,3
4322,288499,3
4127,283825,3
4351,279318,3
4361,274592,3
4052,269705,3
4364,265298,3
4305,260562,3
4346,255873,3
1216,251187,3
2760,249714,3
4334,246596,3
4321,241879,3
4318,237194,3
4335,232516,3
4343,227829,3
4256,223139,3
4245,218513,3
4375,213894,3
4182,209167,3
4339,204633,3
4247,199925,3
4384,195331,3
4171,190598,3
4291,186078,3
4352,181423,3
4311,176750,3
4404,172075,3
4345,167314,3
4352,162614,3
4203,157883,3
3361,153309,3
547,149680,3
4139,148782,3
4347,144263,3
4315,139556,3
4394,134871,3
4404,130126,3
4201,125349,3
4265,120759,3
4395,116130,3
4352,111367,3
482,106650,3
158,105909,2
3050,105533,3
1185,102145,3
2685,3764,3
674,767,3
3084,3860,3
352,461,3
3376,3854,3
130,163,2
3776,88932,3
3994,84846,3
3995,80536,3
3977,76225,3
3931,32041,3
3977,27792,3
3978,23500,3
3986,19203,3
4010,14919,3
461,10603,3
59,9909,1
435,9653,3
2409,3858,3
31,1137,1
847,942,3
2716,3856,3
7,820,1
616,710,3
747,1015,3
83,76,1
453,515,3
754,812,3
91,847,1
393,499,3
842,901,3
784,850,3
660,732,3
661,2843,3
1813,1877,3
2217,30733,3
4287,28168,3
4343,23559,3
4178,18873,3
4161,14343,3
4351,9831,3
2043,5126,3
1875,2771,3
389,522,3
828,894,3
2620,3782,3
676,782,3
1942,55347,3
1056,3622,3
2216,2255,3
1756,3711,3
553,1600,3
755,804,3
2412,45284,3
4369,42489,3
4366,37755,3
4281,32997,3
4379,28335,3
4265,23580,3
4279,18941,3
3819,14293,3
75,10224,1
286,9868,2
3711,3836,3
4252,5251,3
91,598,1
428,484,3
3533,100034,3
4372,96126,3
4222,91365,3
4297,86776,3
4296,82108,3
4414,77456,3
4272,72636,3
4253,67991,3
4370,63369,3
3737,3846,3
116,3788,2
3352,3404,3
637,50443,3
4305,49514,3
4394,44843,3
4369,40073,3
4367,35323,3
4316,30581,3
4265,25888,3
4275,21242,3
53,16551,1
553,16362,3
3214,3830,3
200,236,2
1002,3911,3
577,2669,3
1937,3851,3
486,1586,3
827,891,3
2420,5522,3
9,2749,1
2652,2702,3
1324,99983,3
4444,98366,3
4325,93556,3
4338,88850,3
4368,84174,3
4352,79432,3
4248,74760,3
4221,70148,3
2612,65559,3
1503,3697,3
1766,1830,3
1987,3715,3
255,1365,2
811,902,3
876,54823,3
1602,3653,3
1713,1766,3
2351,3729,3
36,1032,1
927,976,3
2992,45781,3
4293,42412,3
4361,37755,3
9,33022,1
4339,32971,3
4347,28283,3
4346,23580,3
4382,18858,3
3137,14112,3
511,10579,3
42,3840,1
3582,3636,3
459,3722,3
2876,2942,3
1062,1730,3
273,369,2
3854,100038,3
4341,95829,3
4393,91105,3
4406,86356,3
4214,81578,3
4310,77005,3
4403,72331,3
4282,67564,3
4262,62961,3
2880,58329,3
849,900,3
74,771,1
379,484,3
830,893,3
773,836,3
774,837,3
618,723,3
2729,2785,3
1090,90802,3
4240,89381,3
4356,84801,3
9,80094,1
4349,80045,3
4370,75337,3
4279,70615,3
4362,65972,3
4202,61264,3
668,56697,3
91,55776,1
274,55441,2
2569,3850,3
835,882,3
3010,3773,3
298,406,2
3720,3833,3
4387,42828,3
9,38098,1
4254,38051,3
4340,33457,3
4197,28770,3
4386,24226,3
4369,19478,3
2497,14745,3
234,11986,2
974,11488,3
98,10217,1
4105,10010,3
4377,5529,3
617,801,3
3222,100039,3
4203,96454,3
4367,91906,3
4151,87165,3
4370,82652,3
4357,77963,3
4358,73239,3
4366,68524,3
615,63793,3
2426,267683,3
427,1004,3
78,275,1
92,92,1
1953,2041,3
573,4007,3
36,3200,1
509,3025,3
2132,2229,3
1510,8007,3
3910,6212,3
1874,1986,3
1729,16011,3
3906,13968,3
3903,9743,3
3898,5518,3
345,1304,3
655,753,3
2439,32044,3
3915,29285,3
3894,25035,3
3898,20821,3
3905,16606,3
3913,12383,3
3909,8154,3
3818,3929,3
518,596,3
830,873,3
794,838,3
790,836,3
193,839,2
263,296,2
905,938,3
781,824,3
778,823,3
790,824,3
571,656,3
841,888,3
770,818,3
787,822,3
290,733,2
128,161,2
899,931,3
772,817,3
1961,84226,3
4365,81899,3
4382,77188,3
4375,72442,3
4311,67701,3
2636,63013,3
57,60122,1
1073,59879,3
4169,58446,3
4177,53934,3
4330,49347,3
1600,44662,3
2566,42848,3
4373,39902,3
4253,35167,3
4281,30537,3
4406,25891,3
4251,21113,3
4225,16517,3
4350,11952,3
4133,7249,3
2373,2433,3
1185,100002,3
4288,98522,3
4391,93875,3
4352,89113,3
4358,84418,3
4381,79721,3
4207,74965,3
3598,70407,3
235,66553,2
4158,65970,3
820,61466,3
88,60402,1
2839,60095,3
4358,56901,3
4354,52177,3
4370,47458,3
4333,42722,3
4228,38023,3
4398,33438,3
9,28683,1
4190,28629,3
4346,24085,3
4404,19422,3
4151,14637,3
4172,10121,3
755,5559,3
1846,4616,3
248,2132,2
135,1280,2
49,496,1
198,207,2
238,241,2
858,937,3
553,594,3
286,97621,2
170,97058,2
3899,96708,3
2690,92487,3
1304,89620,3
4234,87988,3
4303,83421,3
4123,78765,3
4324,74327,3
4068,69692,3
4306,65305,3
32,60690,1
31,60551,1
3819,60386,3
4320,56252,3
4331,51613,3
4295,46964,3
4320,42347,3
4233,37688,3
4356,33063,3
4348,28323,3
4229,23614,3
4318,19013,3
4311,14307,3
4140,9626,3
4251,5123,3
458,558,3
3682,19040,3
9,14994,1
4156,14945,3
4331,10442,3
4371,5750,3
34,1004,1
885,948,3
68,80754,1
46,80436,1
49,80217,1
8,79994,1
2168,79955,3
4301,77435,3
4366,72772,3
4397,68045,3
2360,63273,3
1573,60472,3
4241,58559,3
4090,53931,3
4351,49487,3
4280,44777,3
4263,40135,3
4345,35508,3
4204,30798,3
4335,26248,3
4338,21570,3
46,16840,1
3871,16516,3
4287,12307,3
4284,7713,3
3009,3076,3
1038,49200,3
4415,47848,3
4348,43066,3
4388,38345,3
4327,33584,3
3768,28376,3
4352,24235,3
4401,19516,3
4326,14745,3
1050,9967,3
3174,8694,3
4379,5207,3
36,481,1
371,425,3
3018,491137,3
106,976,2
466,626,3
1921,2038,3
1147,4041,3
2465,2577,3
1231,8011,3
4037,6512,3
2071,2168,3
1634,16011,3
4006,14072,3
3964,9732,3
3992,5451,3
271,1142,2
568,664,3
2704,32039,3
3966,29018,3
4035,24774,3
4007,20428,3
3982,16106,3
3979,11808,3
3994,7514,3
3105,3202,3
282,554,2
58,37,1
946,973,3
790,835,3
791,834,3
808,835,3
500,592,3
3690,94324,3
4374,90257,3
4253,85518,3
2486,80887,3
39,78119,1
1495,77963,3
4228,76117,3
4096,71522,3
4288,67081,3
4280,62410,3
4364,57776,3
4340,53051,3
4170,48327,3
4366,43801,3
4200,39079,3
4413,34524,3
4379,29754,3
4328,25019,3
4119,20315,3
4347,15844,3
4331,11157,3
10,6460,1
4149,6404,3
1835,1902,3
2192,99994,3
4383,97475,3
9,92737,1
4312,92687,3
3149,88016,3
38,84592,1
495,84287,3
1196,83494,3
99,81836,1
2284,81524,3
180,78905,2
3691,78351,3
450,74292,3
3670,73645,3
4246,69611,3
4342,65018,3
4379,60306,3
4303,55574,3
4389,50896,3
4350,46151,3
4266,41458,3
4237,36828,3
4327,32234,3
4162,27524,3
4218,22983,3
4268,18441,3
4262,13836,3
4236,9210,3
4306,4575,3
4402,222969,3
4356,218192,3
4341,213461,3
4379,208719,3
2234,203988,3
1681,201338,3
4287,199304,3
4234,194660,3
4340,190065,3
4336,185377,3
4278,180665,3
4386,176024,3
4341,171274,3
4413,166547,3
4329,161719,3
4402,157027,3
4096,152255,3
4228,147764,3
4338,143176,3
4363,138481,3
4354,133705,3
4385,128982,3
4366,124220,3
4215,119509,3
4229,114937,3
4365,110344,3
3880,105609,3
98,101333,1
84,100927,1
4049,100662,3
72,96342,1
4036,96092,3
60,91761,1
3960,91526,3
77,87263,1
3944,86981,3
76,82700,1
3946,82421,3
75,78182,1
3968,77902,3
49,73632,1
3824,73413,3
70,69306,1
4009,69045,3
72,64728,1
4012,64465,3
80,60149,1
1907,59861,3
46,57572,1
1535,57389,3
64,55553,1
3962,55276,3
80,51022,1
3938,50690,3
64,46471,1
643,46234,3
2881,45222,3
69,42042,1
43,41729,1
3752,41495,3
78,37461,1
4012,37184,3
91,32889,1
3933,32583,3
72,28366,1
4010,28099,3
8,23808,1
63,23771,1
678,23529,3
3083,22616,3
74,19239,1
3988,18967,3
79,14664,1
3990,14375,3
82,10094,1
2146,9771,3
1602,7430,3
60,5519,1
3552,5285,3
282,1210,2
125,719,2
184,202,2
2916,58463,3
68,55241,1
4002,54978,3
72,50702,1
3970,50441,3
58,46140,1
3985,45892,3
74,41616,1
3954,41304,3
88,37057,1
4003,36745,3
94,32439,1
3981,32118,3
85,27845,1
3980,27543,3
54,23225,1
3982,22987,3
79,18713,1
3961,18422,3
75,14136,1
3949,13854,3
79,9615,1
3971,9296,3
83,5043,1
3981,4754,3
124,483,2
148,165,2
3740,224580,3
78,220537,1
3848,220255,3
61,216168,1
3968,215956,3
52,211732,1
3944,211551,3
64,207374,1
3925,207168,3
46,202966,1
3945,202797,3
68,198618,1
3941,198405,3
66,194230,1
3960,194021,3
63,189828,1
3961,189623,3
65,185428,1
326,185220,3
37,184664,1
441,184510,3
2499,183785,3
58,181026,1
40,180816,1
3683,180638,3
63,176721,1
3940,176517,3
64,172340,1
3940,172135,3
49,167947,1
274,167772,2
3465,167307,3
67,163596,1
3944,163385,3
65,159209,1
2873,158986,3
7,155899,1
97,155784,1
472,155474,3
68,154785,1
35,154551,1
3723,154384,3
58,150428,1
4043,150230,3
62,145914,1
4059,145714,3
63,141404,1
4051,141200,3
66,136898,1
3957,136672,3
81,132415,1
3434,132120,3
51,128264,1
61,128055,1
39,127803,1
3749,127622,3
55,123563,1
228,123334,2
3462,122929,3
68,119181,1
3999,118893,3
78,114611,1
4022,114332,3
8,110006,1
66,109966,1
3996,109709,3
81,105420,1
4016,105122,3
80,100814,1
3996,100520,3
80,96231,1
3962,95906,3
80,91651,1
222,91355,2
47,90887,1
35,90537,1
126,150,2
882,928,3
798,844,3
320,835,3
66,216,1
44,569,1
284,268,2
866,899,3
32,84737,1
490,84563,3
784,83761,3
62,82675,1
41,82421,1
3738,82205,3
66,78198,1
3915,77928,3
82,73739,1
3999,73442,3
71,69150,1
4028,68871,3
77,64550,1
3988,64258,3
69,59954,1
3926,59683,3
54,55430,1
3994,55190,3
78,50875,1
3995,50582,3
80,46295,1
8,46002,1
3909,45962,3
80,41769,1
3994,41477,3
80,37191,1
3983,36873,3
79,32597,1
3995,32305,3
95,28016,1
3937,27691,3
87,23460,1
4021,23171,3
46,18905,1
4038,18731,3
66,14455,1
241,14239,2
3712,13930,3
77,9897,1
3981,9607,3
71,5332,1
3973,5056,3
56,788,1
491,544,3
2978,44056,3
90,40769,1
883,40432,3
2843,39351,3
31,36166,1
4001,35987,3
72,31708,1
1992,31422,3
93,29064,1
142,28653,2
723,28162,3
77,27177,1
40,26893,1
3603,26679,3
66,22793,1
4034,22534,3
70,18212,1
4006,17943,3
67,13654,1
841,13391,3
2945,12317,3
77,9075,1
3867,8795,3
50,4614,1
4038,4394,3
74,74,1
31,100044,1
3992,99860,3
38,10926,1
3980,10715,3
74,6440,1
790,6154,3
2905,10079,3
54,6858,1
3977,6614,3
80,2343,1
74,2058,1
912,1972,3
777,857,3
1662,10733,3
67,8752,1
3668,8453,3
84,10157,1
3633,9873,3
68,5887,1
3833,5633,3
62,1507,1
259,1276,2
879,933,3
2507,5584,3
60,2761,1
675,2525,3
756,1621,3
569,636,3
966,15991,3
84,14763,1
4007,14473,3
87,10192,1
4014,9899,3
67,5597,1
3979,5313,3
83,1016,1
538,725,3
2988,16030,3
71,12728,1
3872,12459,3
9,8296,1
45,8252,1
548,595,3
756,815,3
775,830,3
238,631,2
129,153,2
86,945,1
72,688,1
41,458,1
305,294,3
849,902,3
771,833,3
776,832,3
119,118,2
148,630,2
103,225,2
3972,15332,3
77,11079,1
4009,10787,3
81,6496,1
3902,6208,3
78,2009,1
281,1738,2
681,1220,3
68,63,1
2075,8119,3
175,5761,2
3816,5352,3
70,1262,1
340,1011,3
431,484,3
2672,7709,3
65,4735,1
3983,4455,3
107,190,2
3871,64336,3
60,60160,1
1848,59878,3
44,57644,1
83,57485,1
126,99,2
866,965,3
35,913,1
71,689,1
41,408,1
203,194,2
934,984,3
774,853,3
682,733,3
241,2834,2
86,2311,1
30,2025,1
944,1984,3
772,830,3
1616,3729,3
87,1851,1
506,1556,3
775,835,3
2066,3731,3
74,1363,1
111,1099,2
929,977,3
2651,40700,3
69,37723,1
3899,37460,3
66,33262,1
3986,33003,3
45,28714,1
4001,28489,3
78,24183,1
3954,23864,3
74,19618,1
3865,19337,3
69,15189,1
8,14931,1
3975,14894,3
63,10624,1
399,10382,3
3367,9751,3
76,6086,1
3937,5810,3
44,1309,1
128,1085,2
33,851,1
504,572,3
2455,2873,3
103,114,2
41,3847,1
3573,3625,3
49,3658,1
3374,3431,3
275,16537,2
86,15997,1
3975,15699,3
55,11428,1
4016,11159,3
44,6847,1
4071,6574,3
74,2223,1
100,1948,2
887,1764,3
594,660,3
1744,3905,3
58,1834,1
531,1582,3
752,818,3
323,348,3
1679,10271,3
79,8310,1
2702,8034,3
9,10009,1
936,9956,3
93,8751,1
3970,8428,3
71,4164,1
3811,3882,3
49,437,1
191,208,2
1104,10125,3
2249,3702,3
153,1154,2
618,791,3
76,775,1
34,534,1
260,248,2
1968,3869,3
69,1597,1
42,1326,1
97,1108,1
885,935,3
2322,3782,3
93,1169,1
830,881,3
708,1681,3
690,746,3
909,11179,3
83,10004,1
4013,9714,3
37,5416,1
8,5258,1
4052,5126,3
79,789,1
114,494,2
353,367,3
3379,4720,3
61,1036,1
515,797,3
49,51,1
530,572,3
57,822,1
93,638,1
57,351,1
128,121,2
933,989,3
792,847,3
753,847,3
368,850,3
141,247,2
3899,10114,3
94,5969,1
3877,5657,3
63,1476,1
110,1234,2
936,1113,3
2650,16031,3
58,13067,1
4004,12811,3
79,8504,1
4000,8184,3
71,3898,1
3590,3631,3
34,15992,1
84,15813,1
3969,15500,3
48,10555,1
3996,10316,3
90,6026,1
355,5708,3
3342,5685,3
77,2036,1
109,1757,2
36,1500,1
34,1243,1
238,262,2
497,546,3
103,96,2
947,974,3
670,833,3
90,868,1
42,562,1
323,328,3
891,928,3
614,10657,3
970,9719,3
54,8446,1
41,8201,1
3286,7939,3
65,5219,1
96,4965,1
733,4651,3
3041,3684,3
98,346,1
77,77,1
3824,5066,3
50,934,1
645,694,3
3066,10747,3
79,7375,1
2098,7082,3
1549,4643,3
69,2817,1
521,2543,3
707,1732,3
733,784,3
1136,5703,3
88,4300,1
3869,3975,3
53,10044,1
4022,9811,3
76,5500,1
529,5173,3
3147,4362,3
81,908,1
203,622,2
212,230,2
3088,5598,3
97,2209,1
882,1919,3
757,807,3
1784,10148,3
43,8050,1
3246,7830,3
83,4213,1
8,3643,1
3512,3554,3
53,6259,1
38,6027,1
7,3905,1
3683,3779,3
93,1698,1
293,1402,2
876,930,3
664,1727,3
771,838,3
371,7509,3
87,6843,1
2811,6541,3
846,3394,3
93,2280,1
235,1977,2
871,1654,3
498,565,3
1710,6958,3
68,4929,1
4006,4667,3
107,377,2
126,103,2
3842,8955,3
53,4810,1
1241,4579,3
2480,3063,3
104,287,2
34,17,1
3937,6927,3
72,2707,1
385,2438,3
769,1835,3
770,836,3
136,8771,2
96,8257,1
31,3899,1
110,3641,2
66,3327,1
49,3094,1
898,2944,3
715,1765,3
779,838,3
622,3726,3
75,2826,1
423,2530,3
879,1929,3
779,839,3
942,16001,3
80,14804,1
2309,14521,3
1425,11976,3
46,10226,1
4010,10015,3
72,5727,1
3975,5466,3
67,1168,1
572,925,3
120,124,2
3005,16033,3
74,12755,1
4012,12486,3
72,8193,1
4010,7924,3
75,3631,1
3270,3327,3
365,15991,3
83,15356,1
3861,15062,3
66,10920,1
3976,10637,3
58,6359,1
3887,6116,3
93,1933,1
835,1646,3
551,606,3
10,15985,1
1984,15931,3
70,13654,1
4011,13388,3
88,9096,1
3915,8793,3
78,4581,1
3870,4301,3
93,152,1
4019,16037,3
79,11734,1
3965,11428,3
84,7173,1
3977,6864,3
78,2593,1
167,2301,2
858,2041,3
720,978,3
56,58,1
1623,16035,3
77,14107,1
3831,13827,3
60,9701,1
3258,9463,3
104,5895,2
39,5518,1
48,5338,1
30,5135,1
3694,4854,3
54,856,1
309,639,3
146,146,2
681,2727,3
2259,3791,3
73,1224,1
914,962,3
2796,3771,3
82,658,1
355,372,3
3397,7204,3
60,3500,1
3170,3227,3
356,15992,3
42,10696,1
3931,10484,3
33,6250,1
3993,6049,3
78,1773,1
448,1502,3
756,820,3
2284,4383,3
109,1779,2
809,1472,3
378,458,3
813,6186,3
1081,9980,3
89,8631,1
2156,8327,3
46,5849,1
50,5696,1
316,323,3
396,862,3
86,241,1
6,978,1
834,881,3
716,852,3
905,954,3
627,771,3
94,4635,1
2390,4318,3
804,1703,3
149,605,2
114,219,2
808,6064,3
47,684,1
518,528,3
879,927,3
704,854,3
71,835,1
46,556,1
317,325,3
887,934,3
715,763,3
780,831,3
107,3822,2
58,3453,1
207,3223,2
2888,2940,3
485,10730,3
75,9960,1
3823,9670,3
63,5538,1
253,5273,2
3255,10737,3
71,7189,1
3952,6884,3
79,2632,1
303,2357,3
754,1820,3
773,837,3
1366,10725,3
93,9090,1
3440,8774,3
9,10001,1
115,9946,2
89,9619,1
3879,9314,3
62,5153,1
3994,4889,3
64,595,1
342,353,3
56,2060,1
125,1772,2
108,1312,2
54,1110,1
586,798,3
1174,8733,3
75,7291,1
32,7010,1
2069,6810,3
1391,10407,3
81,8733,1
4000,8444,3
77,4148,1
814,3864,3
744,2809,3
770,1837,3
774,838,3
60,10649,1
3865,10393,3
70,6227,1
935,5934,3
2756,10724,3
60,7653,1
4010,7407,3
89,3114,1
758,2808,3
754,1818,3
769,836,3
920,10732,3
85,9519,1
3806,9196,3
10,10017,1
40,9967,1
3975,9756,3
76,5481,1
4010,5203,3
75,880,1
568,616,3
1678,10776,3
1048,8843,3
75,7542,1
2601,7272,3
921,10350,3
77,9179,1
3958,8886,3
59,3600,1
244,3354,2
2867,2924,3
369,727,3
129,105,2
9,10945,1
4037,10813,3
76,6496,1
1192,6219,3
2543,10765,3
79,7888,1
3978,7594,3
79,3322,1
53,3028,1
2843,2909,3
635,10745,3
73,9791,1
4033,9520,3
10,10140,1
3900,9973,3
70,5793,1
4009,5526,3
100,1233,2
893,941,3
108,144638,2
136,144253,2
1814,143768,3
71,141656,1
40,141371,1
3651,141149,3
65,137220,1
3983,136947,3
72,132683,1
3944,132421,3
34,16013,1
665,15787,3
3066,14912,3
74,11543,1
3980,11258,3
89,6977,1
3850,6671,3
64,2521,1
326,2278,3
754,1716,3
664,731,3
6,16041,1
31,15981,1
863,15904,3
776,14822,3
829,13875,3
35,12822,1
38,12684,1
58,12571,1
5,12342,1
58,12273,1
119,12110,2
874,11918,3
693,10876,3
817,9881,3
718,8873,3
69,7916,1
3868,7699,3
60,3598,1
3300,3401,3
342,16026,3
66,15455,1
3923,15244,3
33,11066,1
751,10922,3
2912,9892,3
61,6742,1
3949,6543,3
81,2360,1
853,2133,3
793,1086,3
104,97,2
1682,15713,3
73,13812,1
3737,13588,3
3870,9303,3
45,5185,1
2088,5016,3
1751,2743,3
88,715,1
377,462,3
547,590,3
2342,3793,3
66,1170,1
930,970,3
1127,3784,3
254,2281,2
894,1950,3
49,876,1
64,3638,1
3340,3381,3
203,3721,2
83,3265,1
46,2962,1
934,2841,3
2530,3687,3
63,848,1
519,609,3
3206,3836,3
97,339,1
89,77,1
638,978,3
142,125,2
2845,2947,3
39,3731,1
2613,3531,3
1066,3710,3
70,2359,1
110,2097,2
950,1977,3
705,817,3
881,921,3
656,222992,3
106,222051,2
3339,221709,3
102,10676,2
40,10346,1
114,10140,2
3829,9940,3
78,5825,1
119,5547,2
3649,10185,3
71,6219,1
4002,5924,3
63,1620,1
331,1380,3
770,818,3
83,10542,1
815,856,3
324,814,3
109,213,2
45,912,1
665,697,3
778,813,3
782,825,3
119,817,2
368,402,3
9,943,1
91,842,1
526,534,3
893,926,3
781,824,3
1059,6168,3
84,4844,1
4008,4547,3
51,244,1
31,29,1
80,490,1
3322,15446,3
77,11841,1
4014,11564,3
59,7249,1
3993,6979,3
75,2688,1
826,2412,3
753,1351,3
336,366,3
52,15986,1
818,15493,3
56,10618,1
4021,10380,3
90,6077,1
448,5772,3
3086,8818,3
67,5436,1
4031,5184,3
74,871,1
574,606,3
74,907,1
349,359,3
1983,10849,3
80,8597,1
3564,8314,3
53,8589,1
226,8366,2
3722,7871,3
72,3855,1
347,3586,3
2919,3049,3
74,1642,1
84,1412,1
101,1128,2
893,941,3
2634,10784,3
50,7854,1
2600,7599,3
1037,8027,3
79,6730,1
3993,6455,3
82,2149,1
390,1868,3
891,1291,3
153,181,2
52,2413,1
837,1884,3
200,823,2
98,344,1
101,92,2
3854,10966,3
77,6818,1
1219,6554,3
2340,7643,3
59,5002,1
4010,4745,3
106,453,2
181,181,2
79,2349,1
760,1814,3
701,756,3
8,10724,1
106,10631,2
117,10233,2
110,9810,2
45,9469,1
37,9272,1
3733,9116,3
64,5114,1
143,4871,2
3556,7161,3
98,3323,1
267,3010,2
752,2507,3
770,1526,3
