cpu-id,start time(ms),width(us),actual state,predicted state,delta time(ms)
0,83.007,337.0,4,4,1.204
0,83.683,70.0,1,2,0.676
0,83.759,286.0,3,3,0.076
0,84.123,633.0,4,4,0.364
0,84.823,354.0,3,4,0.7
0,85.264,473.0,3,4,0.441
0,85.757,84.0,2,2,0.493
0,85.989,323.0,3,4,0.232
0,86.364,388.0,3,4,0.375
0,86.884,545.0,4,4,0.52
0,87.687,23.0,2,2,0.803
0,87.716,945.0,4,4,0.029
0,89.446,123.0,4,3,1.73
0,89.779,950.0,4,4,0.333
0,90.837,161.0,4,3,1.058
0,93.019,692.0,4,4,2.182
0,93.785,395.0,4,4,0.766
0,94.302,429.0,3,4,0.517
0,94.762,343.0,4,4,0.46
0,95.163,86.0,4,2,0.401
0,95.334,85.0,3,2,0.171
0,95.506,186.0,2,3,0.172
0,95.696,523.0,3,4,0.19
0,96.267,468.0,3,4,0.571
0,96.754,613.0,4,4,0.487
0,97.54,195.0,3,3,0.786
0,98.071,528.0,4,4,0.531
0,98.761,312.0,4,4,0.69
0,99.165,69.0,4,2,0.404
0,99.268,65.0,3,2,0.103
0,99.397,14.0,3,2,0.129
0,99.637,1.0,2,1,0.24
0,99.775,168.0,3,3,0.138
0,99.973,104.0,4,3,0.198
0,100.17,60.0,3,2,0.197
0,100.26,21.0,2,2,0.09
0,100.299,9.0,2,2,0.039
0,100.37,30.0,2,2,0.071
0,100.418,29.0,2,2,0.048
0,100.463,28.0,2,2,0.045
0,100.506,30.0,2,2,0.043
0,100.552,29.0,2,2,0.046
0,100.597,30.0,2,2,0.045
0,100.642,30.0,2,2,0.045
0,100.709,24.0,2,2,0.067
0,100.917,9.0,2,2,0.208
0,100.943,28.0,2,2,0.026
0,100.987,29.0,2,2,0.044
0,101.031,30.0,2,2,0.044
0,101.076,27.0,2,2,0.045
0,101.118,27.0,2,2,0.042
0,101.161,30.0,2,2,0.043
0,101.206,30.0,2,2,0.045
0,101.251,30.0,2,2,0.045
0,101.297,29.0,2,2,0.046
0,101.341,30.0,2,2,0.044
0,101.385,28.0,2,2,0.044
0,101.429,31.0,2,2,0.044
0,101.474,28.0,2,2,0.045
0,101.519,29.0,2,2,0.045
0,101.563,27.0,2,2,0.044
0,101.606,30.0,2,2,0.043
0,101.651,40.0,2,2,0.045
0,101.707,29.0,2,2,0.056
0,101.752,31.0,2,2,0.045
0,101.798,30.0,2,2,0.046
0,101.845,40.0,2,2,0.047
0,101.92,18.0,2,2,0.075
0,101.986,146.0,2,3,0.066
0,102.231,18.0,2,2,0.245
0,102.266,39.0,2,2,0.035
0,102.321,17.0,2,2,0.055
0,102.354,42.0,2,2,0.033
0,102.495,12.0,2,2,0.141
0,102.531,166.0,2,3,0.036
0,102.702,558.0,2,4,0.171
0,103.313,15.0,2,2,0.611
0,103.397,19.0,2,2,0.084
0,103.506,190.0,2,3,0.109
0,103.833,881.0,4,4,0.327
0,104.74,594.0,4,4,0.907
0,106.241,175.0,4,3,1.501
0,106.582,141.0,4,3,0.341
0,106.747,406.0,4,4,0.165
0,107.211,16.0,4,2,0.464
0,107.294,65.0,4,2,0.083
0,107.4,311.0,3,4,0.106
0,107.886,54.0,2,2,0.486
0,108.114,327.0,2,4,0.228
0,108.479,253.0,3,3,0.365
0,108.755,788.0,3,4,0.276
0,109.578,154.0,3,3,0.823
0,109.747,934.0,4,4,0.169
0,110.849,447.0,4,4,1.102
0,111.361,75.0,3,2,0.512
0,111.517,216.0,3,3,0.156
0,111.769,117.0,2,3,0.252
0,111.944,809.0,4,4,0.175
0,112.802,204.0,2,3,0.858
0,113.115,698.0,4,4,0.313
0,113.882,294.0,3,3,0.767
0,114.305,500.0,4,4,0.423
0,114.885,443.0,3,4,0.58
0,115.43,63.0,3,2,0.545
0,115.592,27.0,2,2,0.162
0,115.725,832.0,4,4,0.133
0,116.734,1079.0,4,4,1.009
0,118.026,781.0,4,4,1.292
0,118.88,195.0,3,3,0.854
0,119.188,269.0,4,3,0.308
0,119.532,88.0,3,2,0.344
0,119.743,486.0,3,4,0.211
0,120.356,348.0,4,4,0.613
0,120.943,313.0,3,4,0.587
0,121.393,171.0,4,3,0.45
0,121.83,258.0,4,3,0.437
0,122.314,417.0,3,4,0.484
0,122.95,180.0,4,3,0.636
0,123.381,62.0,3,2,0.431
0,123.47,242.0,3,3,0.089
0,123.746,460.0,4,4,0.276
0,125.318,171.0,3,3,1.572
0,125.548,156.0,2,3,0.23
0,125.707,1081.0,4,4,0.159
0,126.847,676.0,4,4,1.14
0,127.765,970.0,4,4,0.918
0,128.758,977.0,4,4,0.993
0,129.761,1024.0,4,4,1.003
0,130.838,497.0,4,4,1.077
0,131.409,14.0,3,2,0.571
0,131.512,27.0,2,2,0.103
0,131.627,86.0,2,2,0.115
0,131.719,782.0,4,4,0.092
0,132.652,52.0,2,2,0.933
0,132.709,981.0,4,4,0.057
0,133.865,921.0,4,4,1.156
0,134.845,57.0,2,2,0.98
0,134.982,511.0,4,4,0.137
0,135.572,85.0,3,2,0.59
0,135.835,167.0,2,3,0.263
0,136.06,752.0,4,4,0.225
0,136.882,233.0,3,3,0.822
0,137.192,103.0,4,3,0.31
0,137.402,268.0,3,3,0.21
0,137.704,603.0,4,4,0.302
0,138.43,280.0,3,3,0.726
0,139.748,201.0,4,3,1.318
0,140.338,395.0,3,4,0.59
0,140.852,261.0,4,3,0.514
0,141.424,14.0,3,2,0.572
0,141.477,204.0,3,3,0.053
0,142.043,707.0,4,4,0.566
0,142.768,546.0,4,4,0.725
0,143.401,59.0,3,2,0.633
0,143.54,163.0,2,3,0.139
0,143.707,1011.0,4,4,0.167
0,144.742,993.0,4,4,1.035
0,145.756,995.0,4,4,1.014
0,146.772,682.0,4,4,1.016
0,147.769,987.0,4,4,0.997
0,148.915,841.0,4,4,1.146
0,149.813,142.0,2,3,0.898
0,150.058,727.0,4,4,0.245
0,150.863,227.0,3,3,0.805
0,151.2,267.0,4,3,0.337
0,151.545,65.0,2,2,0.345
0,151.723,600.0,4,4,0.178
0,152.551,168.0,2,3,0.828
0,152.727,885.0,4,4,0.176
0,153.788,183.0,4,3,1.061
0,154.085,138.0,4,3,0.297
0,154.472,241.0,3,3,0.387
0,154.855,64.0,4,2,0.383
0,155.047,135.0,4,3,0.192
0,156.33,127.0,4,3,1.283
0,156.68,34.0,2,2,0.35
0,156.718,689.0,3,4,0.038
0,157.495,215.0,3,3,0.777
0,158.102,16.0,4,2,0.607
0,158.164,424.0,4,4,0.062
0,158.893,66.0,4,2,0.729
0,159.095,135.0,4,3,0.202
0,159.493,220.0,3,3,0.398
0,159.732,739.0,4,4,0.239
0,160.598,122.0,2,3,0.866
0,160.724,948.0,4,4,0.126
0,161.85,935.0,4,4,1.126
0,162.833,32.0,2,2,0.983
0,162.923,491.0,4,4,0.09
0,163.5,93.0,3,2,0.577
0,163.795,160.0,2,3,0.295
0,164.015,488.0,3,4,0.22
0,164.618,75.0,2,2,0.603
0,164.698,372.0,3,4,0.08
0,165.126,630.0,4,4,0.428
0,165.884,306.0,3,4,0.758
0,166.273,443.0,3,4,0.389
0,166.742,587.0,4,4,0.469
0,167.542,196.0,3,3,0.8
0,167.775,963.0,4,4,0.233
0,168.848,969.0,4,4,1.073
0,169.888,57.0,2,2,1.04
0,169.984,266.0,4,3,0.096
0,170.413,304.0,3,4,0.429
0,170.74,309.0,4,4,0.327
0,171.375,340.0,3,4,0.635
0,171.746,249.0,3,3,0.371
0,172.103,678.0,4,4,0.357
0,172.869,100.0,3,2,0.766
0,173.186,551.0,4,4,0.317
0,173.86,440.0,4,4,0.674
0,174.781,109.0,2,3,0.921
0,174.972,85.0,4,2,0.191
0,175.735,264.0,3,3,0.763
0,176.045,711.0,4,4,0.31
0,176.827,284.0,3,3,0.782
0,177.285,429.0,3,4,0.458
0,177.801,553.0,4,4,0.516
0,178.465,280.0,3,3,0.664
0,178.77,563.0,4,4,0.305
0,179.469,6.0,2,2,0.699
0,179.578,132.0,2,3,0.109
0,179.714,1011.0,4,4,0.136
0,180.765,591.0,4,4,1.051
0,181.555,164.0,3,3,0.79
0,181.747,775.0,4,4,0.192
0,182.741,508.0,4,4,0.994
0,183.32,92.0,3,2,0.579
0,183.529,185.0,3,3,0.209
0,183.747,998.0,4,4,0.218
0,184.783,2135.0,4,4,1.036
0,187.041,71.0,4,2,2.258
0,187.262,121.0,4,3,0.221
0,187.513,109.0,4,3,0.251
0,187.777,850.0,4,4,0.264
0,189.645,48.0,2,2,1.868
0,189.698,93.0,4,2,0.053
0,189.977,356.0,4,4,0.279
0,191.405,112.0,3,3,1.428
0,191.606,101.0,2,3,0.201
0,191.712,300.0,3,3,0.106
0,192.063,67.0,4,2,0.351
0,192.536,158.0,2,3,0.473
0,192.697,429.0,3,4,0.161
0,193.179,577.0,4,4,0.482
0,193.821,420.0,3,4,0.642
0,194.424,323.0,3,4,0.603
0,194.765,678.0,4,4,0.341
0,195.65,56.0,2,2,0.885
0,195.71,1028.0,4,4,0.06
0,196.777,961.0,4,4,1.067
0,197.767,82.0,4,2,0.99
0,197.897,892.0,4,4,0.13
0,198.847,108.0,2,3,0.95
0,199.043,451.0,4,4,0.196
0,199.569,67.0,2,2,0.526
0,199.751,338.0,3,4,0.182
0,200.181,367.0,4,4,0.43
0,200.664,47.0,2,2,0.483
0,200.716,177.0,4,3,0.052
0,201.055,143.0,2,3,0.339
0,201.252,476.0,3,4,0.197
0,201.753,653.0,4,4,0.501
0,202.557,144.0,2,3,0.804
0,202.705,500.0,4,4,0.148
0,203.315,101.0,3,3,0.61
0,203.745,68.0,4,2,0.43
0,203.933,223.0,4,3,0.188
0,204.303,396.0,3,4,0.37
0,204.797,491.0,4,4,0.494
0,206.312,135.0,3,3,1.515
0,206.587,115.0,2,3,0.275
0,206.708,611.0,4,4,0.121
0,207.393,14.0,3,2,0.685
0,207.477,121.0,3,3,0.084
0,207.854,190.0,4,3,0.377
0,208.168,162.0,4,3,0.314
0,208.724,1014.0,4,4,0.556
0,209.796,993.0,4,4,1.072
0,210.849,585.0,4,4,1.053
0,211.57,1.0,2,1,0.721
0,211.653,53.0,2,2,0.083
0,211.71,1042.0,4,4,0.057
0,212.815,941.0,4,4,1.105
0,213.809,945.0,4,4,0.994
0,214.803,575.0,4,4,0.994
0,215.588,1209.0,4,4,0.785
0,216.83,2340.0,4,4,1.242
0,219.262,108.0,4,3,2.432
0,219.49,62.0,3,2,0.228
0,219.657,53.0,2,2,0.167
0,219.717,511.0,3,4,0.06
0,220.372,73.0,4,2,0.655
0,220.563,156.0,3,3,0.191
0,220.749,114.0,4,3,0.186
0,221.007,71.0,4,2,0.258
0,221.336,233.0,2,3,0.329
0,221.684,19.0,4,2,0.348
0,221.727,338.0,4,4,0.043
0,223.05,165.0,4,3,1.323
0,223.741,610.0,4,4,0.691
0,224.627,81.0,2,2,0.886
0,225.968,1429.0,4,4,1.341
0,227.614,104.0,2,3,1.646
0,227.722,1034.0,4,4,0.108
0,229.116,980.0,4,4,1.394
0,230.251,103.0,4,3,1.135
0,230.413,79.0,4,2,0.162
0,230.524,64.0,4,2,0.111
0,230.649,15.0,4,2,0.125
0,230.743,158.0,4,3,0.094
0,230.967,19.0,4,2,0.224
0,231.014,66.0,4,2,0.047
0,231.121,23.0,2,2,0.107
0,231.164,28.0,2,2,0.043
0,231.21,30.0,2,2,0.046
0,231.257,30.0,2,2,0.047
0,231.304,28.0,2,2,0.047
0,231.351,28.0,2,2,0.047
0,231.397,8.0,2,2,0.046
0,231.482,9.0,2,2,0.085
0,231.588,28.0,2,2,0.106
0,231.636,31.0,2,2,0.048
0,231.697,15.0,2,2,0.061
0,231.731,28.0,2,2,0.034
0,231.778,29.0,2,2,0.047
0,231.824,29.0,2,2,0.046
0,231.87,28.0,2,2,0.046
0,231.915,30.0,2,2,0.045
0,231.962,28.0,2,2,0.047
0,232.007,28.0,2,2,0.045
0,232.052,28.0,2,2,0.045
0,232.097,27.0,2,2,0.045
0,232.143,26.0,2,2,0.046
0,232.186,25.0,2,2,0.043
0,232.229,27.0,2,2,0.043
0,232.333,28.0,2,2,0.104
0,232.377,26.0,2,2,0.044
0,232.419,30.0,2,2,0.042
0,232.463,27.0,2,2,0.044
0,232.505,27.0,2,2,0.042
0,232.548,30.0,2,2,0.043
0,232.593,30.0,2,2,0.045
0,232.637,28.0,2,2,0.044
0,232.68,29.0,1,2,0.043
0,232.727,29.0,2,2,0.047
0,232.772,26.0,2,2,0.045
0,232.813,27.0,2,2,0.041
0,232.854,28.0,2,2,0.041
0,232.927,146.0,2,3,0.073
0,233.173,16.0,2,2,0.246
0,233.208,40.0,2,2,0.035
0,233.264,20.0,2,2,0.056
0,233.301,47.0,2,2,0.037
0,233.45,12.0,2,2,0.149
0,233.486,204.0,2,3,0.036
0,233.695,992.0,2,4,0.209
0,234.691,661.0,4,4,0.996
0,235.492,15.0,3,2,0.801
0,235.59,110.0,2,3,0.098
0,235.705,1107.0,4,4,0.115
0,237.033,103.0,4,3,1.328
0,237.241,161.0,4,3,0.208
0,237.458,248.0,4,3,0.217
0,238.077,76.0,4,2,0.619
0,238.33,393.0,4,4,0.253
0,238.751,264.0,4,3,0.421
0,240.182,599.0,4,4,1.431
0,240.825,587.0,4,4,0.643
0,242.027,149.0,4,3,1.202
0,242.355,363.0,3,4,0.328
0,242.741,702.0,4,4,0.386
0,243.542,36.0,2,2,0.801
0,243.659,36.0,2,2,0.117
0,243.698,1050.0,4,4,0.039
0,244.81,938.0,4,4,1.112
0,245.799,987.0,4,4,0.989
0,246.832,383.0,4,4,1.033
0,247.277,95.0,3,2,0.445
0,247.486,81.0,3,2,0.209
0,247.677,19.0,2,2,0.191
0,247.701,1046.0,4,4,0.024
0,248.809,74.0,4,2,1.108
0,257.786,344.0,4,4,8.977
0,258.302,61.0,3,2,0.516
0,258.485,78.0,2,2,0.183
0,258.593,124.0,2,3,0.108
0,258.72,107.0,4,3,0.127
0,258.895,323.0,4,4,0.175
0,259.278,80.0,3,2,0.383
0,259.432,270.0,2,3,0.154
0,259.704,1042.0,4,4,0.272
0,260.801,945.0,4,4,1.097
0,261.8,953.0,4,4,0.999
0,262.874,290.0,3,3,1.074
0,263.219,68.0,2,2,0.345
0,263.416,302.0,3,4,0.197
0,263.736,980.0,4,4,0.32
0,264.879,870.0,4,4,1.143
0,265.799,945.0,4,4,0.92
0,266.895,438.0,4,4,1.096
0,267.414,111.0,3,3,0.519
0,267.635,103.0,2,3,0.221
0,267.82,1005.0,4,4,0.185
0,269.063,750.0,4,4,1.243
0,269.887,182.0,3,3,0.824
0,270.17,72.0,2,2,0.283
0,270.342,115.0,3,3,0.172
0,270.571,47.0,2,2,0.229
0,270.656,47.0,2,2,0.085
0,270.708,587.0,4,4,0.052
0,271.549,153.0,2,3,0.841
0,271.707,349.0,4,4,0.158
0,272.842,133.0,4,3,1.135
0,273.138,581.0,3,4,0.296
0,273.804,185.0,4,3,0.666
0,274.115,116.0,4,3,0.311
0,274.359,187.0,4,3,0.244
0,274.952,265.0,4,3,0.593
0,275.276,83.0,3,2,0.324
0,275.443,296.0,3,3,0.167
0,275.762,1001.0,4,4,0.319
0,276.825,925.0,4,4,1.063
0,277.887,899.0,4,4,1.062
0,278.839,481.0,4,4,0.952
0,279.41,52.0,2,2,0.571
0,279.615,88.0,2,2,0.205
0,279.715,3748.0,4,4,0.1
0,283.603,8.0,2,2,3.888
0,283.727,1013.0,4,4,0.124
0,284.774,964.0,4,4,1.047
0,285.762,114.0,4,3,0.988
0,286.003,304.0,4,4,0.241
0,286.353,394.0,4,4,0.35
0,286.779,160.0,2,3,0.426
0,287.068,60.0,3,2,0.289
0,287.205,60.0,3,2,0.137
0,287.532,91.0,3,2,0.327
0,287.709,213.0,4,3,0.177
0,288.16,239.0,3,3,0.451
0,288.513,43.0,2,2,0.353
0,288.584,105.0,2,3,0.071
0,288.692,64.0,4,2,0.108
0,289.437,148.0,2,3,0.745
0,289.824,601.0,4,4,0.387
0,290.561,96.0,2,2,0.737
0,290.775,515.0,4,4,0.214
0,291.96,800.0,4,4,1.185
0,292.848,912.0,4,4,0.888
0,293.823,963.0,4,4,0.975
0,294.831,409.0,4,4,1.008
0,295.308,108.0,3,3,0.477
0,295.551,35.0,2,2,0.243
0,295.697,698.0,4,4,0.146
0,296.529,171.0,2,3,0.832
0,296.705,898.0,4,4,0.176
0,297.82,964.0,4,4,1.115
0,298.972,530.0,4,4,1.152
0,299.578,66.0,2,2,0.606
0,299.8,199.0,3,3,0.222
0,300.08,328.0,4,4,0.28
0,300.511,141.0,3,3,0.431
0,300.742,399.0,3,4,0.231
0,301.221,594.0,4,4,0.479
0,301.897,388.0,3,4,0.676
0,302.404,360.0,3,4,0.507
0,302.803,648.0,4,4,0.399
0,303.759,69.0,4,2,0.956
0,303.99,65.0,4,2,0.231
0,304.157,345.0,4,4,0.167
0,304.895,227.0,4,3,0.738
0,305.402,14.0,3,2,0.507
0,306.26,138.0,4,3,0.858
0,306.564,199.0,4,3,0.304
0,306.876,406.0,4,4,0.312
0,307.351,21.0,4,2,0.475
0,307.464,180.0,3,3,0.113
0,307.718,233.0,4,3,0.254
0,308.399,320.0,3,4,0.681
0,308.756,761.0,4,4,0.357
0,309.719,70.0,4,2,0.963
0,309.922,829.0,4,4,0.203
0,310.819,238.0,4,3,0.897
0,311.126,71.0,3,2,0.307
0,311.252,82.0,3,2,0.126
0,311.409,311.0,3,4,0.157
0,311.744,431.0,3,4,0.335
0,312.239,497.0,3,4,0.495
0,312.758,549.0,3,4,0.519
0,313.346,406.0,4,4,0.588
0,313.806,644.0,4,4,0.46
0,314.629,74.0,2,2,0.823
0,314.708,748.0,4,4,0.079
0,315.561,78.0,2,2,0.853
0,315.841,922.0,4,4,0.28
0,316.829,64.0,2,2,0.988
0,317.022,790.0,4,4,0.193
0,317.888,172.0,2,3,0.866
0,318.142,659.0,4,4,0.254
0,318.981,206.0,3,3,0.839
0,319.29,213.0,4,3,0.309
0,319.579,87.0,3,2,0.289
0,319.793,560.0,4,4,0.214
0,320.414,16.0,3,2,0.621
0,320.571,75.0,3,2,0.157
0,320.781,321.0,4,4,0.21
0,321.497,189.0,4,3,0.716
0,321.833,236.0,4,3,0.336
0,322.98,144.0,4,3,1.147
0,323.474,252.0,4,3,0.494
0,323.744,741.0,4,4,0.27
0,324.557,391.0,4,4,0.813
0,325.083,98.0,4,2,0.526
0,325.24,623.0,4,4,0.157
0,325.903,884.0,4,4,0.663
0,326.935,13.0,2,2,1.032
0,327.012,516.0,4,4,0.077
0,327.614,13.0,2,2,0.602
0,327.741,334.0,3,4,0.127
0,328.154,603.0,4,4,0.413
0,328.812,394.0,3,4,0.658
0,329.355,402.0,4,4,0.543
0,329.813,625.0,4,4,0.458
0,330.59,162.0,3,3,0.777
0,330.783,689.0,4,4,0.193
0,331.78,979.0,4,4,0.997
0,332.904,849.0,4,4,1.124
0,333.813,140.0,2,3,0.909
0,334.081,719.0,4,4,0.268
0,334.889,223.0,3,3,0.808
0,335.224,318.0,4,4,0.335
0,335.619,70.0,2,2,0.395
0,335.776,501.0,3,4,0.157
0,336.379,432.0,4,4,0.603
0,336.887,223.0,4,3,0.508
0,337.291,110.0,2,3,0.404
0,337.455,258.0,3,3,0.164
0,337.749,73.0,4,2,0.294
0,338.089,262.0,3,3,0.34
0,338.574,137.0,3,3,0.485
0,338.739,82.0,4,2,0.165
0,338.948,77.0,4,2,0.209
0,339.669,22.0,4,2,0.721
0,339.767,976.0,4,4,0.098
0,340.833,455.0,4,4,1.066
0,341.407,117.0,4,3,0.574
0,341.71,1595.0,4,4,0.303
0,343.497,3931.0,4,4,1.787
0,347.722,3814.0,4,4,4.225
0,351.8,2187.0,4,4,4.078
0,354.207,102.0,4,3,2.407
0,354.365,205.0,4,3,0.158
0,354.861,273.0,4,3,0.496
0,355.196,93.0,4,2,0.335
0,355.361,90.0,4,2,0.165
0,355.596,107.0,2,3,0.235
0,355.709,488.0,3,4,0.113
0,357.134,599.0,4,4,1.425
0,357.771,150.0,4,3,0.637
0,358.113,116.0,4,3,0.342
0,359.52,213.0,3,3,1.407
0,359.762,833.0,4,4,0.242
0,360.823,920.0,4,4,1.061
0,361.81,29.0,2,2,0.987
0,361.902,881.0,4,4,0.092
0,362.83,125.0,2,3,0.928
0,363.06,233.0,4,3,0.23
0,363.388,89.0,3,2,0.328
0,363.58,163.0,3,3,0.192
0,363.782,320.0,3,4,0.202
0,364.162,598.0,4,4,0.38
0,364.819,121.0,2,3,0.657
0,365.055,142.0,2,3,0.236
0,365.259,484.0,3,4,0.204
0,365.769,580.0,4,4,0.51
0,366.544,173.0,3,3,0.775
0,366.751,654.0,4,4,0.207
0,367.48,80.0,2,2,0.729
0,367.728,1032.0,4,4,0.248
0,368.937,879.0,4,4,1.209
0,369.884,92.0,2,2,0.947
0,370.058,186.0,3,3,0.174
0,370.305,226.0,3,3,0.247
0,370.747,80.0,3,2,0.442
0,370.893,143.0,3,3,0.146
0,371.525,78.0,3,2,0.632
0,371.798,165.0,4,3,0.273
0,372.087,591.0,3,4,0.289
0,372.794,134.0,4,3,0.707
0,373.196,85.0,3,2,0.402
0,373.481,227.0,2,3,0.285
0,373.712,66.0,4,2,0.231
0,374.128,168.0,3,3,0.416
0,374.988,16.0,4,2,0.86
0,375.591,110.0,2,3,0.603
0,375.704,114.0,4,3,0.113
0,375.882,833.0,3,4,0.178
0,376.747,1018.0,4,4,0.865
0,377.801,1572.0,4,4,1.054
0,379.598,101.0,2,3,1.797
0,379.706,1876.0,4,4,0.108
0,381.862,850.0,4,4,2.156
0,382.941,281.0,4,3,1.079
0,383.32,20.0,4,2,0.379
0,383.442,3720.0,4,4,0.122
0,387.381,81.0,4,2,3.939
0,387.736,132.0,4,3,0.355
0,388.089,115.0,4,3,0.353
0,388.346,276.0,4,3,0.257
0,388.764,17.0,4,2,0.418
0,388.963,66.0,4,2,0.199
0,390.461,260.0,4,3,1.498
0,391.348,18.0,4,2,0.887
0,391.474,259.0,4,3,0.126
0,391.825,64.0,4,2,0.351
0,391.959,753.0,4,4,0.134
0,392.735,2635.0,4,4,0.776
0,395.585,3175.0,4,4,2.85
0,398.875,447.0,4,4,3.29
0,399.405,78.0,4,2,0.53
0,399.579,960.0,4,4,0.174
0,400.624,112.0,4,3,1.045
0,400.758,101.0,4,3,0.134
0,400.976,2549.0,4,4,0.218
0,403.778,101.0,4,3,2.802
0,404.021,533.0,4,4,0.243
0,404.899,156.0,4,3,0.878
0,405.487,337.0,4,4,0.588
0,407.472,19.0,4,2,1.985
0,407.99,425.0,4,4,0.518
0,408.528,183.0,3,3,0.538
0,408.745,2022.0,4,4,0.217
0,410.889,407.0,4,4,2.144
0,411.398,79.0,4,2,0.509
0,411.58,3183.0,4,4,0.182
0,414.876,482.0,4,4,3.296
0,415.45,83.0,4,2,0.574
0,415.646,1162.0,4,4,0.196
0,416.917,2598.0,4,4,1.271
0,419.789,787.0,4,4,2.872
0,420.761,476.0,4,4,0.972
0,421.569,199.0,4,3,0.808
0,422.251,410.0,4,4,0.682
0,422.779,81.0,4,2,0.528
0,423.039,68.0,4,2,0.26
0,424.949,422.0,4,4,1.91
0,425.539,174.0,3,3,0.59
0,425.852,928.0,4,4,0.313
0,426.93,503.0,4,4,1.078
0,427.519,104.0,4,3,0.589
0,427.745,3605.0,4,4,0.226
0,431.471,66.0,4,2,3.726
0,431.632,1148.0,4,4,0.161
0,432.836,2597.0,4,4,1.204
0,435.58,25.0,4,2,2.744
0,435.73,1539.0,4,4,0.15
0,437.434,330.0,4,4,1.704
0,437.918,89.0,4,2,0.484
0,438.298,119.0,4,3,0.38
0,438.884,484.0,4,4,0.586
0,440.023,100.0,4,2,1.139
0,440.449,60.0,3,2,0.426
0,440.778,99.0,3,2,0.329
0,440.985,147.0,3,3,0.207
0,441.938,17.0,4,2,0.953
0,442.015,140.0,2,3,0.077
0,442.235,93.0,4,2,0.22
0,442.806,394.0,3,4,0.571
0,443.269,67.0,3,2,0.463
0,443.419,297.0,3,3,0.15
0,443.751,215.0,2,3,0.332
0,443.998,746.0,4,4,0.247
0,444.815,2560.0,4,4,0.817
0,447.527,18.0,4,2,2.712
0,447.639,1290.0,4,4,0.112
0,448.989,2515.0,4,4,1.35
0,451.767,2147.0,4,4,2.778
0,454.255,356.0,4,4,2.488
0,454.996,107.0,4,3,0.741
0,455.471,266.0,4,3,0.475
0,455.794,499.0,4,4,0.323
0,456.552,80.0,4,2,0.758
0,456.933,89.0,4,2,0.381
0,457.192,132.0,4,3,0.259
0,457.439,145.0,3,3,0.247
0,458.217,97.0,4,2,0.778
0,458.521,192.0,2,3,0.304
0,458.723,175.0,4,3,0.202
0,459.119,142.0,4,3,0.396
0,459.335,13.0,2,2,0.216
0,459.484,233.0,3,3,0.149
0,459.746,3610.0,4,4,0.262
0,463.449,74.0,3,2,3.703
0,463.603,102.0,2,3,0.154
0,463.71,1043.0,4,4,0.107
0,464.807,317.0,3,4,1.097
0,465.252,483.0,3,4,0.445
0,465.75,995.0,4,4,0.498
0,466.901,459.0,4,4,1.151
0,467.436,101.0,3,3,0.535
0,467.636,65.0,2,2,0.2
0,467.706,1045.0,4,4,0.07
0,468.807,1002.0,4,4,1.101
0,469.874,501.0,3,4,1.067
0,470.648,24.0,2,2,0.774
0,470.943,141.0,4,3,0.295
0,471.638,65.0,2,2,0.695
0,471.708,21.0,4,2,0.07
0,471.844,870.0,4,4,0.136
0,472.737,189.0,3,3,0.893
0,473.177,66.0,3,2,0.44
0,473.514,157.0,2,3,0.337
0,473.718,432.0,4,4,0.204
0,474.66,57.0,2,2,0.942
0,474.72,38.0,2,2,0.06
0,474.82,567.0,4,4,0.1
0,475.59,121.0,2,3,0.77
0,475.714,132.0,2,3,0.124
0,475.902,831.0,4,4,0.188
0,476.751,206.0,3,3,0.849
0,476.996,722.0,4,4,0.245
0,477.74,325.0,3,4,0.744
0,478.161,626.0,4,4,0.421
0,478.861,365.0,3,4,0.7
0,479.321,113.0,4,3,0.46
0,479.503,89.0,3,2,0.182
0,479.706,696.0,4,4,0.203
0,480.599,101.0,2,3,0.893
0,480.706,955.0,4,4,0.107
0,481.822,967.0,4,4,1.116
0,482.967,440.0,4,4,1.145
0,483.751,3020.0,4,4,0.784
0,486.808,556.0,4,4,3.057
0,487.853,218.0,4,3,1.045
0,488.196,138.0,4,3,0.343
0,488.583,154.0,4,3,0.387
0,488.771,131.0,4,3,0.188
0,489.067,598.0,4,4,0.296
0,489.993,184.0,4,3,0.926
0,490.799,128.0,4,3,0.806
0,491.026,65.0,2,2,0.227
0,491.147,21.0,2,2,0.121
0,491.239,36.0,2,2,0.092
0,491.41,170.0,2,3,0.171
0,491.629,89.0,2,2,0.219
0,491.721,206.0,4,3,0.092
0,492.935,2268.0,4,4,1.214
0,495.369,75.0,4,2,2.434
0,495.515,81.0,4,2,0.146
0,495.724,3771.0,4,4,0.209
0,499.782,261.0,4,3,4.058
0,500.15,205.0,4,3,0.368
0,500.506,235.0,4,3,0.356
0,500.77,2671.0,4,4,0.264
0,503.573,23.0,4,2,2.803
0,503.702,523.0,4,4,0.129
0,504.505,208.0,3,3,0.803
0,504.845,150.0,4,3,0.34
0,505.242,238.0,4,3,0.397
0,505.566,172.0,4,3,0.324
0,505.851,455.0,4,4,0.285
0,506.57,18.0,4,2,0.719
0,511.339,391.0,4,4,4.769
0,511.864,173.0,4,3,0.525
0,512.172,164.0,4,3,0.308
0,515.47,65.0,4,2,3.298
0,515.578,147.0,4,3,0.108
0,515.744,152.0,4,3,0.166
0,515.935,796.0,4,4,0.191
0,516.818,2367.0,4,4,0.883
0,519.35,1947.0,4,4,2.532
0,521.795,511.0,4,4,2.445
