cpu-id,start_time_ms,width_us,actual_state,predicted_state,delta_time_ms
1,99.317,325.0,4,4,2.446
1,99.679,999.0,4,4,0.362
1,100.823,3752.0,4,4,1.144
1,105.341,129.0,3,3,4.518
1,105.693,169.0,4,3,0.352
1,106.281,360.0,3,4,0.588
1,106.671,18.0,4,2,0.39
1,107.224,427.0,3,4,0.553
1,107.674,1006.0,4,4,0.45
1,108.847,798.0,4,4,1.173
1,109.686,994.0,4,4,0.839
1,110.742,909.0,4,4,1.056
1,111.685,967.0,4,4,0.943
1,112.819,823.0,4,4,1.134
1,113.693,1660.0,4,4,0.874
1,115.517,107.0,2,3,1.824
1,115.628,1014.0,4,4,0.111
1,116.695,946.0,4,4,1.067
1,117.75,942.0,4,4,1.055
1,118.766,1909.0,4,4,1.016
1,120.838,476.0,4,4,2.072
1,121.604,27.0,2,2,0.766
1,121.662,9912.0,4,4,0.058
1,131.76,6243.0,4,4,10.098
1,138.346,5357.0,4,4,6.586
1,143.853,3822.0,4,4,5.507
1,147.865,1794.0,4,4,4.012
1,149.704,1974.0,4,4,1.839
1,151.84,2820.0,4,4,2.136
1,155.41,124.0,3,3,3.57
1,155.731,188.0,4,3,0.321
1,156.362,284.0,3,3,0.631
1,157.086,553.0,4,4,0.724
1,157.662,977.0,4,4,0.576
1,158.656,994.0,4,4,0.994
1,159.726,955.0,4,4,1.07
1,160.783,898.0,4,4,1.057
1,161.746,900.0,4,4,0.963
1,162.673,977.0,4,4,0.927
1,163.676,970.0,4,4,1.003
1,164.756,886.0,4,4,1.08
1,165.679,576.0,4,4,0.923
1,166.426,219.0,3,3,0.747
1,166.682,95.0,2,2,0.256
1,166.882,796.0,4,4,0.2
1,167.727,915.0,4,4,0.845
1,168.682,997.0,4,4,0.955
1,169.807,868.0,4,4,1.125
1,170.745,560.0,4,4,0.938
1,171.589,40.0,2,2,0.844
1,171.632,1047.0,4,4,0.043
1,172.721,957.0,4,4,1.089
1,173.722,953.0,4,4,1.001
1,174.814,1861.0,4,4,1.092
1,176.839,6087.0,4,4,2.025
1,183.011,87.0,4,2,6.172
1,183.233,409.0,4,4,0.222
1,183.731,4208.0,4,4,0.498
1,188.725,104.0,4,3,4.994
1,188.997,201.0,4,3,0.272
1,189.69,347.0,4,4,0.693
1,190.434,215.0,3,3,0.744
1,190.68,1000.0,4,4,0.246
1,191.724,964.0,4,4,1.044
1,192.725,98.0,4,2,1.001
1,192.863,780.0,4,4,0.138
1,193.776,908.0,4,4,0.913
1,194.75,934.0,4,4,0.974
1,195.742,900.0,4,4,0.992
1,196.734,945.0,4,4,0.992
1,197.742,937.0,4,4,1.008
1,198.812,794.0,4,4,1.07
1,199.722,960.0,4,4,0.91
1,200.808,872.0,4,4,1.086
1,201.75,897.0,4,4,0.942
1,202.685,965.0,4,4,0.935
1,203.674,886.0,4,4,0.989
1,204.9,742.0,4,4,1.226
1,205.677,4999.0,4,4,0.777
1,210.835,1823.0,4,4,5.158
1,212.689,3571.0,4,4,1.854
1,216.348,4910.0,4,4,3.659
1,221.596,35.0,2,2,5.248
1,221.635,73.0,2,2,0.039
1,221.737,4938.0,4,4,0.102
1,226.841,1161.0,4,4,5.104
1,228.046,4881.0,4,4,1.205
1,233.014,4982.0,4,4,4.968
1,238.386,206.0,4,3,5.372
1,238.814,116.0,4,3,0.428
1,239.005,4670.0,4,4,0.191
1,243.855,5737.0,4,4,4.85
1,249.728,4932.0,4,4,5.873
1,255.419,120.0,3,3,5.691
1,255.729,238.0,4,3,0.31
1,256.543,119.0,2,3,0.814
1,256.707,478.0,4,4,0.164
1,257.744,936.0,4,4,1.037
1,258.727,946.0,4,4,0.983
1,259.855,790.0,4,4,1.128
1,260.72,412.0,4,4,0.865
1,261.202,442.0,3,4,0.482
1,261.669,976.0,4,4,0.467
1,262.675,968.0,4,4,1.006
1,263.665,977.0,4,4,0.99
1,264.755,887.0,4,4,1.09
1,265.67,509.0,4,4,0.915
1,266.229,411.0,3,4,0.559
1,266.672,257.0,3,3,0.443
1,267.03,611.0,4,4,0.358
1,267.66,983.0,4,4,0.63
1,268.745,896.0,4,4,1.085
1,269.674,966.0,4,4,0.929
1,270.655,547.0,4,4,0.981
1,271.498,123.0,2,3,0.843
1,271.623,1018.0,4,4,0.125
1,272.687,953.0,4,4,1.064
1,273.697,2976.0,4,4,1.01
1,276.844,417.0,4,4,3.147
1,277.333,5952.0,4,4,0.489
1,283.379,328.0,4,4,6.046
1,283.785,4214.0,4,4,0.406
1,288.346,2480.0,4,4,4.561
1,290.937,2465.0,4,4,2.591
1,293.586,86.0,4,2,2.649
1,293.705,1033.0,4,4,0.119
1,294.786,2241.0,4,4,1.081
1,297.596,35.0,2,2,2.81
1,297.635,1005.0,4,4,0.039
1,298.706,831.0,4,4,1.071
1,299.609,3034.0,4,4,0.903
1,302.751,1851.0,4,4,3.142
1,305.429,145.0,3,3,2.678
1,305.831,224.0,4,3,0.402
1,306.571,74.0,2,2,0.74
1,306.65,432.0,4,4,0.079
1,307.697,984.0,4,4,1.047
1,308.727,899.0,4,4,1.03
1,309.834,809.0,4,4,1.107
1,310.74,905.0,4,4,0.906
1,311.736,909.0,4,4,0.996
1,312.674,970.0,4,4,0.938
1,313.671,970.0,4,4,0.997
1,314.731,912.0,4,4,1.06
1,315.675,509.0,4,4,0.944
1,316.248,392.0,3,4,0.573
1,316.661,980.0,4,4,0.413
1,317.716,927.0,4,4,1.055
1,318.718,922.0,4,4,1.002
1,319.72,1487.0,4,4,1.002
1,321.482,158.0,3,3,1.762
1,321.657,128.0,2,3,0.175
1,321.814,826.0,4,4,0.157
1,322.715,3155.0,4,4,0.901
1,326.054,618.0,4,4,3.339
1,326.801,903.0,4,4,0.747
1,327.731,10280.0,4,4,0.93
1,338.358,3713.0,4,4,10.627
1,342.228,1462.0,4,4,3.87
1,343.765,5781.0,4,4,1.537
1,349.691,4842.0,4,4,5.926
1,355.372,77.0,3,2,5.681
1,355.678,117.0,4,3,0.306
1,356.286,344.0,3,4,0.608
1,357.081,561.0,4,4,0.795
1,357.703,570.0,4,4,0.622
1,358.389,258.0,3,3,0.686
1,358.667,1004.0,4,4,0.278
1,359.835,806.0,4,4,1.168
1,360.712,930.0,4,4,0.877
1,361.675,970.0,4,4,0.963
1,362.674,970.0,4,4,0.999
1,363.756,886.0,4,4,1.082
1,364.672,970.0,4,4,0.916
1,365.675,516.0,4,4,1.003
1,366.245,396.0,3,4,0.57
1,366.662,438.0,4,4,0.417
1,367.241,399.0,3,4,0.579
1,367.694,948.0,4,4,0.453
1,368.679,963.0,4,4,0.985
1,369.663,982.0,4,4,0.984
1,370.661,583.0,4,4,0.998
1,371.546,87.0,2,2,0.885
1,371.653,988.0,4,4,0.107
1,372.666,1809.0,4,4,1.013
1,374.674,998.0,4,4,2.008
1,375.783,889.0,4,4,1.109
1,376.824,6120.0,4,4,1.041
1,383.03,291.0,4,3,6.206
1,383.419,173.0,4,3,0.389
1,383.843,4166.0,4,4,0.424
1,388.363,2332.0,4,4,4.52
1,390.864,2779.0,4,4,2.501
1,393.762,926.0,4,4,2.898
1,394.743,3901.0,4,4,0.981
1,398.771,771.0,4,4,4.028
1,399.611,18.0,4,2,0.84
1,399.636,3036.0,4,4,0.025
1,402.848,1812.0,4,4,3.212
1,405.576,60.0,2,2,2.728
1,405.656,83.0,4,2,0.08
1,405.954,221.0,4,3,0.298
1,406.726,135.0,2,3,0.772
1,406.913,246.0,4,3,0.187
1,407.76,913.0,4,4,0.847
1,408.738,935.0,4,4,0.978
1,409.868,812.0,4,4,1.13
1,410.749,896.0,4,4,0.881
1,411.683,963.0,4,4,0.934
1,412.746,900.0,4,4,1.063
1,413.747,517.0,4,4,1.001
1,414.276,63.0,3,2,0.529
1,414.349,144.0,3,3,0.073
1,414.503,137.0,2,3,0.154
1,414.651,1550.0,4,4,0.148
1,416.336,304.0,3,4,1.685
1,416.664,979.0,4,4,0.328
1,417.724,3501.0,4,4,1.06
1,421.545,87.0,2,2,3.821
1,421.652,233.0,3,3,0.107
1,421.928,713.0,4,4,0.276
1,422.658,320.0,3,4,0.73
1,423.033,2638.0,4,4,0.375
1,425.828,843.0,4,4,2.795
1,426.778,1232.0,4,4,0.95
1,428.05,4900.0,4,4,1.272
1,433.07,4910.0,4,4,5.02
1,438.353,224.0,3,3,5.283
1,438.827,115.0,3,3,0.474
1,439.004,71.0,2,2,0.177
1,439.118,4529.0,4,4,0.114
1,443.772,2928.0,4,4,4.654
1,447.045,2531.0,4,4,3.273
1,449.671,1010.0,4,4,2.626
1,450.841,3801.0,4,4,1.17
1,455.515,74.0,2,2,4.674
1,455.766,198.0,4,3,0.251
1,456.416,225.0,3,3,0.65
1,456.666,167.0,4,3,0.25
1,457.394,247.0,3,3,0.728
1,457.664,1009.0,4,4,0.27
1,458.791,881.0,4,4,1.127
1,459.732,947.0,4,4,0.941
1,460.839,205.0,4,3,1.107
1,461.059,594.0,4,4,0.22
1,461.69,994.0,4,4,0.631
1,462.865,818.0,4,4,1.175
1,463.763,2547.0,4,4,0.898
1,466.419,225.0,3,3,2.656
1,466.745,574.0,4,4,0.326
1,467.505,140.0,2,3,0.76
1,467.678,975.0,4,4,0.173
1,468.693,990.0,4,4,1.015
1,469.736,950.0,4,4,1.043
1,470.828,547.0,4,4,1.092
1,471.591,52.0,2,2,0.763
1,471.676,1009.0,4,4,0.085
1,472.764,76.0,4,2,1.088
1,472.86,2825.0,4,4,0.096
1,475.879,804.0,4,4,3.019
1,476.809,2874.0,4,4,0.93
1,479.88,3097.0,4,4,3.071
1,483.25,395.0,3,4,3.37
1,483.748,117.0,4,3,0.498
1,483.982,1807.0,4,4,0.234
1,485.859,2125.0,4,4,1.877
1,488.364,286.0,3,3,2.505
1,488.686,995.0,4,4,0.322
1,489.797,3879.0,4,4,1.111
1,493.887,907.0,4,4,4.09
1,494.855,2823.0,4,4,0.968
1,497.767,1813.0,4,4,2.912
1,499.741,1900.0,4,4,1.974
1,501.736,1903.0,4,4,1.995
1,503.828,20.0,4,2,2.092
1,503.895,659.0,4,4,0.067
1,505.733,69.0,4,2,1.838
1,506.009,156.0,4,3,0.276
1,506.677,276.0,4,3,0.668
1,506.985,65.0,4,2,0.308
1,507.546,87.0,2,2,0.561
1,507.636,1008.0,4,4,0.09
1,508.667,975.0,4,4,1.031
1,509.812,830.0,4,4,1.145
1,510.718,924.0,4,4,0.906
1,511.663,979.0,4,4,0.945
1,512.746,897.0,4,4,1.083
1,513.708,936.0,4,4,0.962
1,514.704,1252.0,4,4,0.996
1,516.19,62.0,4,2,1.486
1,516.369,294.0,3,3,0.179
1,516.687,954.0,4,4,0.318
1,517.736,2226.0,4,4,1.049
1,520.063,577.0,4,4,2.327
1,520.663,510.0,4,4,0.6
1,521.5,128.0,2,3,0.837
1,521.646,351.0,3,4,0.146
1,522.042,3482.0,4,4,0.396
1,525.719,923.0,4,4,3.677
1,526.743,4934.0,4,4,1.024
1,531.742,1135.0,4,4,4.999
1,532.946,1663.0,4,4,1.204
1,534.819,861.0,4,4,1.873
1,535.788,315.0,3,4,0.969
1,536.174,505.0,4,4,0.386
1,536.738,1240.0,4,4,0.564
1,538.381,261.0,3,3,1.643
1,538.673,1001.0,4,4,0.292
1,539.802,872.0,4,4,1.129
1,540.731,229.0,3,3,0.929
1,541.104,2570.0,4,4,0.373
1,543.855,3075.0,4,4,2.751
1,547.057,111.0,4,3,3.202
1,547.391,2245.0,4,4,0.334
1,549.736,2536.0,4,4,2.345
1,552.477,2189.0,4,4,2.741
1,555.231,585.0,4,4,2.754
1,556.15,4495.0,4,4,0.919
1,560.78,1397.0,4,4,4.63
1,562.293,4004.0,4,4,1.513
1,566.38,259.0,3,3,4.087
1,566.672,919.0,4,4,0.292
1,567.813,700.0,4,4,1.141
1,568.665,1006.0,4,4,0.852
1,569.724,949.0,4,4,1.059
1,570.796,522.0,4,4,1.072
1,572.053,153.0,4,3,1.257
1,572.361,183.0,3,3,0.308
1,572.979,263.0,4,3,0.618
1,573.264,75.0,3,2,0.285
1,573.926,747.0,4,4,0.662
1,574.742,931.0,4,4,0.816
1,575.723,920.0,4,4,0.981
1,576.833,851.0,4,4,1.11
1,577.746,939.0,4,4,0.913
1,578.75,930.0,4,4,1.004
1,579.741,290.0,4,3,0.991
1,580.127,518.0,4,4,0.386
1,580.717,930.0,4,4,0.59
1,581.704,1173.0,4,4,0.987
1,583.026,19.0,4,2,1.322
1,583.12,229.0,4,3,0.094
1,583.719,923.0,4,4,0.599
1,584.767,3152.0,4,4,1.048
1,588.238,401.0,3,4,3.471
1,588.692,3955.0,4,4,0.454
1,592.714,933.0,4,4,4.022
1,593.689,2958.0,4,4,0.975
1,596.713,2862.0,4,4,3.024
1,599.634,1014.0,4,4,2.921
1,600.708,73.0,2,2,1.074
1,600.824,3729.0,4,4,0.116
1,605.427,91.0,3,2,4.603
1,605.761,149.0,4,3,0.334
1,606.377,293.0,3,3,0.616
1,606.725,69.0,4,2,0.348
1,607.237,431.0,3,4,0.512
1,607.702,967.0,4,4,0.465
1,608.753,17.0,4,2,1.051
1,608.972,439.0,4,4,0.219
1,609.485,145.0,2,3,0.513
1,609.633,1008.0,4,4,0.148
1,610.706,934.0,4,4,1.073
1,611.66,980.0,4,4,0.954
1,612.656,1012.0,4,4,0.996
1,613.752,610.0,4,4,1.096
1,614.543,82.0,2,2,0.791
1,614.627,1016.0,4,4,0.084
1,615.686,525.0,4,4,1.059
1,616.328,312.0,3,4,0.642
1,616.699,191.0,3,3,0.371
1,616.954,713.0,4,4,0.255
1,617.701,941.0,4,4,0.747
1,618.684,2548.0,4,4,0.983
1,621.541,85.0,2,2,2.857
1,621.631,478.0,4,4,0.09
1,622.156,4516.0,4,4,0.525
1,626.849,1159.0,4,4,4.693
1,628.047,4926.0,4,4,1.198
1,633.121,4740.0,4,4,5.074
1,638.308,233.0,4,3,5.187
1,638.761,116.0,4,3,0.453
1,638.944,4728.0,4,4,0.183
1,643.837,5749.0,4,4,4.893
1,649.672,3044.0,4,4,5.835
1,655.676,155.0,4,3,6.004
1,656.169,100.0,3,2,0.493
1,656.802,243.0,4,3,0.633
1,657.075,62.0,3,2,0.273
1,657.545,92.0,2,2,0.47
1,657.64,1000.0,4,4,0.095
1,658.657,1011.0,4,4,1.017
1,659.693,69.0,4,2,1.036
1,659.829,811.0,4,4,0.136
1,660.75,891.0,4,4,0.921
1,661.679,962.0,4,4,0.929
1,662.666,1004.0,4,4,0.987
1,663.794,849.0,4,4,1.128
1,664.685,723.0,4,4,0.891
1,665.486,141.0,2,3,0.801
1,665.63,602.0,4,4,0.144
1,666.368,272.0,3,3,0.738
1,666.667,999.0,4,4,0.299
1,667.682,139.0,2,3,1.015
1,667.922,722.0,4,4,0.24
1,668.661,983.0,4,4,0.739
1,669.666,979.0,4,4,1.005
1,670.692,542.0,4,4,1.026
1,671.502,122.0,2,3,0.81
1,671.627,1017.0,4,4,0.125
1,672.662,1013.0,4,4,1.035
1,673.727,944.0,4,4,1.065
1,674.794,885.0,4,4,1.067
1,675.725,946.0,4,4,0.931
1,676.838,4727.0,4,4,1.113
1,681.753,1229.0,4,4,4.915
1,683.072,74.0,4,2,1.319
1,683.251,412.0,4,4,0.179
1,683.754,4233.0,4,4,0.503
1,688.323,5349.0,4,4,4.569
1,693.842,3956.0,4,4,5.519
1,697.98,1665.0,4,4,4.138
1,699.735,4485.0,4,4,1.755
1,705.159,122.0,4,3,5.424
1,705.48,160.0,3,3,0.321
1,706.219,268.0,3,3,0.739
1,706.521,26.0,2,2,0.302
1,707.065,602.0,4,4,0.544
1,707.696,970.0,4,4,0.631
1,708.841,317.0,4,4,1.145
1,709.227,412.0,3,4,0.386
1,709.661,980.0,4,4,0.434
1,710.741,929.0,4,4,1.08
1,711.703,168.0,4,3,0.962
1,712.047,593.0,4,4,0.344
1,712.662,978.0,4,4,0.615
1,713.661,336.0,3,4,0.999
1,714.105,535.0,4,4,0.444
1,714.658,1009.0,4,4,0.553
1,715.7,527.0,4,4,1.042
1,716.342,299.0,3,3,0.642
1,716.674,4571.0,4,4,0.332
1,721.56,72.0,2,2,4.886
1,721.636,621.0,4,4,0.076
1,722.353,4318.0,4,4,0.717
1,726.837,3337.0,4,4,4.484
1,730.362,2622.0,4,4,3.525
1,733.073,3655.0,4,4,2.711
1,736.9,973.0,4,4,3.827
1,738.257,5415.0,4,4,1.357
1,743.845,2570.0,4,4,5.588
1,746.61,22.0,4,2,2.765
1,746.639,3016.0,4,4,0.029
1,749.793,1532.0,4,4,3.154
1,751.617,19.0,4,2,1.824
1,751.645,2932.0,4,4,0.028
1,755.502,63.0,2,2,3.857
1,755.763,171.0,4,3,0.261
1,756.444,196.0,3,3,0.681
1,756.697,109.0,4,3,0.253
1,757.248,393.0,3,4,0.551
1,757.664,744.0,4,4,0.416
1,758.569,60.0,2,2,0.905
1,758.633,836.0,4,4,0.064
1,759.566,60.0,2,2,0.933
1,759.629,1014.0,4,4,0.063
1,760.753,890.0,4,4,1.124
1,761.665,955.0,4,4,0.912
1,762.739,932.0,4,4,1.074
1,763.774,372.0,4,4,1.035
1,764.187,454.0,3,4,0.413
1,764.675,991.0,4,4,0.488
1,765.69,572.0,4,4,1.015
1,766.339,327.0,3,4,0.649
1,766.68,986.0,4,4,0.341
1,767.681,289.0,3,3,1.001
1,768.061,604.0,4,4,0.38
1,768.687,979.0,4,4,0.626
1,769.715,950.0,4,4,1.028
1,770.68,422.0,4,4,0.965
1,771.369,295.0,3,3,0.689
1,771.679,986.0,4,4,0.31
1,772.715,959.0,4,4,1.036
1,773.74,936.0,4,4,1.025
1,774.725,954.0,4,4,0.985
1,775.725,951.0,4,4,1.0
1,776.835,840.0,4,4,1.11
1,777.743,933.0,4,4,0.908
1,778.725,75.0,2,2,0.982
1,778.905,4087.0,4,4,0.18
1,783.08,133.0,4,3,4.175
1,783.27,4717.0,4,4,0.19
1,788.32,2826.0,4,4,5.05
1,791.309,872.0,4,4,2.989
1,792.294,346.0,3,4,0.985
1,792.686,985.0,4,4,0.392
1,793.826,845.0,4,4,1.14
1,794.723,205.0,3,3,0.897
1,795.018,654.0,4,4,0.295
1,795.72,959.0,4,4,0.702
1,796.814,150.0,4,3,1.094
1,797.119,553.0,4,4,0.305
1,797.742,1866.0,4,4,0.623
1,799.709,4844.0,4,4,1.967
1,805.453,158.0,3,3,5.744
1,805.907,157.0,4,3,0.454
1,806.607,30.0,2,2,0.7
1,806.641,251.0,4,3,0.034
1,806.929,17.0,4,2,0.288
1,807.347,293.0,3,3,0.418
1,807.662,980.0,4,4,0.315
1,808.728,881.0,4,4,1.066
1,809.702,938.0,4,4,0.974
1,810.712,374.0,3,4,1.01
1,811.156,485.0,4,4,0.444
1,811.655,986.0,4,4,0.499
1,812.661,1007.0,4,4,1.006
1,813.694,947.0,4,4,1.033
1,814.725,134.0,4,3,1.031
1,815.032,610.0,4,4,0.307
1,815.67,569.0,4,4,0.638
1,816.361,279.0,3,3,0.691
1,816.656,1011.0,4,4,0.295
1,817.743,899.0,4,4,1.087
1,818.678,2587.0,4,4,0.935
1,821.579,5092.0,4,4,2.901
1,826.827,397.0,3,4,5.248
1,827.296,706.0,4,4,0.469
1,828.043,4949.0,4,4,0.747
1,833.081,581.0,4,4,5.038
1,833.745,3269.0,4,4,0.664
1,837.178,502.0,4,4,3.433
1,837.737,161.0,3,3,0.559
1,838.269,280.0,4,3,0.532
1,838.763,3258.0,4,4,0.494
1,842.214,460.0,4,4,3.451
1,842.739,650.0,4,4,0.525
1,855.224,146.0,3,3,12.485
1,855.574,64.0,2,2,0.35
1,855.642,104.0,4,3,0.068
1,856.243,231.0,3,3,0.601
1,856.504,38.0,2,2,0.261
1,856.971,696.0,4,4,0.467
1,857.694,945.0,4,4,0.723
1,858.654,413.0,4,4,0.96
1,859.122,96.0,3,2,0.468
1,859.283,362.0,3,4,0.161
1,859.667,974.0,4,4,0.384
1,860.666,974.0,4,4,0.999
1,861.678,962.0,4,4,1.012
1,862.656,989.0,4,4,0.978
1,863.698,942.0,4,4,1.042
1,864.668,1556.0,4,4,0.97
1,866.316,326.0,3,4,1.648
1,866.664,1001.0,4,4,0.348
1,867.681,451.0,4,4,1.017
1,868.236,404.0,3,4,0.555
1,868.656,984.0,4,4,0.42
1,869.657,983.0,4,4,1.001
1,870.69,490.0,4,4,1.033
1,871.427,238.0,3,3,0.737
1,871.685,955.0,4,4,0.258
1,872.69,951.0,4,4,1.005
1,873.656,985.0,4,4,0.966
1,874.656,526.0,4,4,1.0
1,875.252,413.0,3,4,0.596
1,875.685,956.0,4,4,0.433
1,876.684,6207.0,4,4,0.999
1,882.943,146.0,4,3,6.259
1,883.183,481.0,4,4,0.24
1,883.688,4131.0,4,4,0.505
1,888.088,5553.0,4,4,4.4
1,893.712,5847.0,4,4,5.624
1,899.609,3775.0,4,4,5.897
1,903.652,796.0,4,4,4.043
1,905.12,108.0,4,3,1.468
1,905.454,90.0,3,2,0.334
1,906.027,244.0,4,3,0.573
1,906.301,63.0,3,2,0.274
1,906.778,525.0,3,4,0.477
1,907.647,1033.0,4,4,0.869
1,908.999,153.0,4,3,1.352
1,909.229,418.0,3,4,0.23
1,909.692,988.0,4,4,0.463
1,910.726,922.0,4,4,1.034
1,911.679,970.0,4,4,0.953
1,912.765,877.0,4,4,1.086
1,913.664,982.0,4,4,0.899
1,914.675,1006.0,4,4,1.011
1,915.726,612.0,4,4,1.051
1,916.445,201.0,3,3,0.719
1,916.686,4559.0,4,4,0.241
1,921.661,1967.0,4,4,4.975
1,923.736,904.0,4,4,2.075
1,924.695,64.0,2,2,0.959
1,924.781,1859.0,4,4,0.086
1,926.71,117.0,2,3,1.929
1,926.847,4074.0,4,4,0.137
1,930.984,1917.0,4,4,4.137
1,932.956,1436.0,4,4,1.972
1,934.586,3107.0,4,4,1.63
1,937.74,81.0,4,2,3.154
1,938.092,548.0,4,4,0.352
1,938.658,389.0,3,4,0.566
1,939.101,4539.0,4,4,0.443
1,943.711,5049.0,4,4,4.61
1,948.93,634.0,4,4,5.219
1,949.615,17.0,4,2,0.685
1,949.638,4564.0,4,4,0.023
1,954.275,94.0,4,2,4.637
1,955.09,51.0,2,2,0.815
1,955.325,119.0,3,3,0.235
1,955.953,241.0,4,3,0.628
1,956.226,61.0,3,2,0.273
1,956.831,810.0,4,4,0.605
1,957.706,933.0,4,4,0.875
1,958.654,203.0,4,3,0.948
1,958.914,726.0,4,4,0.26
1,959.713,927.0,4,4,0.799
1,960.655,986.0,4,4,0.942
1,961.661,979.0,4,4,1.006
1,962.654,992.0,4,4,0.993
1,963.661,981.0,4,4,1.007
1,964.661,980.0,4,4,1.0
1,965.691,541.0,4,4,1.03
1,966.315,326.0,3,4,0.624
1,966.655,1010.0,4,4,0.34
1,967.715,568.0,4,4,1.06
1,968.362,278.0,3,3,0.647
1,968.66,1005.0,4,4,0.298
1,969.685,980.0,4,4,1.025
1,970.679,479.0,4,4,0.994
1,971.411,238.0,3,3,0.732
1,971.665,1012.0,4,4,0.254
1,972.72,958.0,4,4,1.055
1,973.786,892.0,4,4,1.066
1,974.722,956.0,4,4,0.936
1,975.721,957.0,4,4,0.999
1,976.806,872.0,4,4,1.085
1,977.735,937.0,4,4,0.929
1,978.721,951.0,4,4,0.986
1,979.715,963.0,4,4,0.994
1,980.722,922.0,4,4,1.007
1,981.756,916.0,4,4,1.034
1,982.722,281.0,4,3,0.966
1,983.103,64.0,4,2,0.381
1,983.26,405.0,4,4,0.157
1,983.754,70.0,4,2,0.494
1,983.904,3522.0,4,4,0.15
1,988.095,93.0,4,2,4.191
1,988.302,338.0,3,4,0.207
1,988.673,1004.0,4,4,0.371
1,989.729,948.0,4,4,1.056
1,990.728,951.0,4,4,0.999
1,991.726,956.0,4,4,0.998
1,992.814,863.0,4,4,1.088
1,993.789,5889.0,4,4,0.975
1,999.791,579.0,4,4,6.002
1,1000.808,3720.0,4,4,1.017
1,1005.428,175.0,3,3,4.62
1,1005.794,208.0,4,3,0.366
1,1006.435,232.0,3,3,0.641
1,1006.706,99.0,4,2,0.271
1,1007.235,419.0,3,4,0.529
1,1007.679,1008.0,4,4,0.444
1,1008.731,770.0,4,4,1.052
1,1009.589,42.0,2,2,0.858
1,1009.634,1047.0,4,4,0.045
1,1010.854,830.0,4,4,1.22
1,1011.756,886.0,4,4,0.902
1,1012.671,979.0,4,4,0.915
1,1013.68,961.0,4,4,1.009
1,1014.663,1014.0,4,4,0.983
1,1015.772,573.0,4,4,1.109
1,1016.429,217.0,3,3,0.657
1,1016.673,1007.0,4,4,0.244
1,1017.803,3382.0,4,4,1.13
1,1021.493,44.0,2,2,3.69
1,1021.565,5111.0,4,4,0.072
1,1026.845,1080.0,4,4,5.28
1,1028.473,111.0,4,3,1.628
1,1028.67,4316.0,4,4,0.197
1,1033.065,4946.0,4,4,4.395
1,1038.428,178.0,4,3,5.363
1,1038.838,116.0,4,3,0.41
1,1039.036,639.0,4,4,0.198
1,1039.75,924.0,4,4,0.714
1,1040.733,624.0,4,4,0.983
1,1041.527,2147.0,4,4,0.794
1,1043.859,3174.0,4,4,2.332
1,1047.235,153.0,4,3,3.376
1,1047.489,2213.0,4,4,0.254
1,1049.844,4856.0,4,4,2.355
